STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,01-09-1970,,,,,0,0,0,100,68
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,02-09-1970,,,,,0,0,0,97,67
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,03-09-1970,,,,,0.12,0,0,94,69
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,04-09-1970,,,,,1.92,0,0,91,64
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,05-09-1970,,,,,0.25,0,0,92,68
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,06-09-1970,,,,,0.71,0,0,88,67
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,07-09-1970,,,,,0,0,0,90,64
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,08-09-1970,,,,,0,0,0,88,64
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,09-09-1970,,,,,0,0,0,88,62
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,10-09-1970,,,,,0,0,0,89,63
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,11-09-1970,,,,,0,0,0,91,66
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,12-09-1970,,,,,0.07,0,0,91,69
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,13-09-1970,,,,,0,0,0,84,62
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,14-09-1970,,,,,0,0,0,85,59
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,15-09-1970,,,,,0,0,0,89,58
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,16-09-1970,,,,,0,0,0,89,59
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,17-09-1970,,,,,0,0,0,92,62
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,18-09-1970,,,,,0,0,0,91,64
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,19-09-1970,,,,,0,0,0,92,65
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,20-09-1970,,,,,0,0,0,94,69
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,21-09-1970,,,,,0.11,0,0,92,72
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,22-09-1970,,,,,0.68,0,0,90,68
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,23-09-1970,,,,,0,0,0,90,68
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,24-09-1970,,,,,0,0,0,90,66
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,25-09-1970,,,,,0,0,0,89,64
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,26-09-1970,,,,,0,0,0,91,63
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,27-09-1970,,,,,0,0,0,91,63
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,28-09-1970,,,,,0.19,0,0,89,58
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,29-09-1970,,,,,0.1,0,0,69,44
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,30-09-1970,,,,,0,0,0,74,41
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,01-10-1970,,,,,0,0,0,82,46
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,02-10-1970,,,,,0,0,0,86,54
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,03-10-1970,,,,,0,0,0,84,56
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,04-10-1970,,,,,0,0,0,89,48
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,05-10-1970,,,,,0,0,0,80,41
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,06-10-1970,,,,,0,0,0,81,42
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,07-10-1970,,,,,0,0,0,84,44
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,08-10-1970,,,,,0,0,0,78,61
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,09-10-1970,,,,,0.14,0,0,79,64
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,10-10-1970,,,,,0.58,0,0,80,63
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,11-10-1970,,,,,0,0,0,85,62
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,12-10-1970,,,,,0,0,0,85,62
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,13-10-1970,,,,,0,0,0,84,64
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,14-10-1970,,,,,0,0,0,83,59
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,15-10-1970,,,,,0,0,0,87,59
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,16-10-1970,,,,,0,0,0,86,59
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,17-10-1970,,,,,0,0,0,69,39
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,18-10-1970,,,,,0,0,0,67,30
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,19-10-1970,,,,,0,0,0,74,34
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,20-10-1970,,,,,0.14,0,0,74,49
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,21-10-1970,,,,,0.92,0,0,63,59
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,22-10-1970,,,,,0,0,0,73,50
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,23-10-1970,,,,,0,0,0,74,48
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,24-10-1970,,,,,0,0,0,78,49
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,25-10-1970,,,,,0.26,0,0,73,54
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,26-10-1970,,,,,0,0,0,70,51
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,27-10-1970,,,,,0,0,0,73,50
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,28-10-1970,,,,,0,0,0,64,51
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,29-10-1970,,,,,0.1,0,0,70,56
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,30-10-1970,,,,,3.31,0,0,66,58
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,31-10-1970,,,,,0.7,0,0,76,61
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,01-11-1970,,,,,0.03,0,0,75,60
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,02-11-1970,,,,,0,0,0,65,60
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,03-11-1970,,,,,0,0,0,71,43
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,04-11-1970,,,,,0,0,0,66,38
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,05-11-1970,,,,,0,0,0,54,35
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,06-11-1970,,,,,0,0,0,61,37
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,07-11-1970,,,,,0,0,0,71,42
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,08-11-1970,,,,,0,0,0,71,38
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,09-11-1970,,,,,0,0,0,75,36
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,10-11-1970,,,,,0.56,0,0,73,41
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,11-11-1970,,,,,0.4,0,0,68,52
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,12-11-1970,,,,,0,0,0,70,46
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,13-11-1970,,,,,0,0,0,64,38
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,14-11-1970,,,,,0,0,0,69,40
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,15-11-1970,,,,,0.27,0,0,60,45
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,16-11-1970,,,,,0,0,0,53,28
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,17-11-1970,,,,,0,0,0,53,24
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,18-11-1970,,,,,0,0,0,58,28
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,19-11-1970,,,,,0,0,0,59,34
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,20-11-1970,,,,,0.05,0,0,58,41
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,21-11-1970,,,,,0.11,0,0,68,34
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,22-11-1970,,,,,0,0,0,64,27
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,23-11-1970,,,,,0.02,0,0,68,33
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,24-11-1970,,,,,0,0,0,53,16
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,25-11-1970,,,,,0,0,0,37,13
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,26-11-1970,,,,,0,0,0,47,17
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,27-11-1970,,,,,0,0,0,60,25
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,28-11-1970,,,,,0,0,0,69,35
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,29-11-1970,,,,,0,0,0,75,39
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,30-11-1970,,,,,0,0,0,78,45
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,01-12-1970,,,,,0,0,0,79,45
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,02-12-1970,,,,,0,0,0,76,47
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,03-12-1970,,,,,0,0,0,77,43
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,04-12-1970,,,,,0,0,0,77,47
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,05-12-1970,,,,,0,0,0,71,27
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,06-12-1970,,,,,0,0,0,62,30
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,07-12-1970,,,,,0,0,0,57,22
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,08-12-1970,,,,,0,0,0,52,20
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,09-12-1970,,,,,0,0,0,55,25
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,10-12-1970,,,,,0,0,0,69,41
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,11-12-1970,,,,,0,0,0,73,47
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,12-12-1970,,,,,0,0,0,73,51
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,13-12-1970,,,,,0.06,0,0,70,33
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,14-12-1970,,,,,0,0,0,56,26
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,15-12-1970,,,,,0,0,0,55,24
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,16-12-1970,,,,,2,0,0,52,27
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,17-12-1970,,,,,1.39,0,0,60,43
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,18-12-1970,,,,,0,0,0,57,26
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,19-12-1970,,,,,0,0,0,63,30
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,20-12-1970,,,,,0.03,0,0,69,38
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,21-12-1970,,,,,0.15,0,0,64,53
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,22-12-1970,,,,,0,0,0,70,50
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,23-12-1970,,,,,0,0,0,74,60
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,24-12-1970,,,,,0.39,0,0,76,47
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,25-12-1970,,,,,0,0,0,60,24
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,26-12-1970,,,,,0.03,0,0,50,22
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,27-12-1970,,,,,0,0,0,40,26
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,28-12-1970,,,,,0,0,0,52,27
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,29-12-1970,,,,,0.23,0,0,56,29
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,30-12-1970,,,,,0.6,0,0,41,34
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,31-12-1970,,,,,0.61,0,0,43,32
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,01-01-1971,,,,,0.07,0,0,47,30
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,02-01-1971,,,,,0,0,0,52,23
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,03-01-1971,,,,,0,0,0,58,26
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,04-01-1971,,,,,0,0,0,55,35
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,05-01-1971,,,,,0.65,0,0,70,49
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,06-01-1971,,,,,0,0,0,65,39
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,07-01-1971,,,,,0,0,0,52,29
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,08-01-1971,,,,,0,0,0,52,33
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,09-01-1971,,,,,0.95,0,0,39,32
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,10-01-1971,,,,,0,0,0,42,34
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,11-01-1971,,,,,0.05,0,0,46,36
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,12-01-1971,,,,,0,0,0,58,44
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,13-01-1971,,,,,0,0,0,67,35
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,14-01-1971,,,,,0.03,0,0,52,37
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,15-01-1971,,,,,0.64,0,0,72,52
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,16-01-1971,,,,,0.05,0,0,65,26
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,17-01-1971,,,,,0,0,0,48,28
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,18-01-1971,,,,,0,0,0,51,31
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,19-01-1971,,,,,0,0,0,48,31
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,20-01-1971,,,,,0,0,0,36,12
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,21-01-1971,,,,,0,0,0,42,16
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,22-01-1971,,,,,0,0,0,53,20
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,23-01-1971,,,,,0.1,0,0,65,47
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,24-01-1971,,,,,0.29,0,0,58,42
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,25-01-1971,,,,,0.48,0,0,56,43
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,26-01-1971,,,,,1.5,0,0,58,43
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,27-01-1971,,,,,0,0,0,62,27
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,28-01-1971,,,,,0,0,0,37,23
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,29-01-1971,,,,,0,0,0,52,24
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,30-01-1971,,,,,0,0,0,61,31
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,31-01-1971,,,,,0.28,0,0,65,49
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,01-02-1971,,,,,0,0,0,53,19
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,02-02-1971,,,,,0,0,0,42,21
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,03-02-1971,,,,,0,0,0,45,29
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,04-02-1971,,,,,0.03,0,0,37,28
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,05-02-1971,,,,,0.45,0,0,55,32
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,06-02-1971,,,,,0,0,0,65,27
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,07-02-1971,,,,,0.08,0,0,66,31
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,08-02-1971,,,,,1.71,0,0,57,42
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,09-02-1971,,,,,0.14,0,0,55,19
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,10-02-1971,,,,,0,0,0,35,13
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,11-02-1971,,,,,0,0,0,42,16
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,12-02-1971,,,,,0,0,0,55,21
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,13-02-1971,,,,,0.21,0,0,66,29
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,14-02-1971,,,,,0.02,0,0,35,16
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,15-02-1971,,,,,0,0,0,48,20
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,16-02-1971,,,,,0.04,0,0,62,34
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,17-02-1971,,,,,0,0,0,66,35
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,18-02-1971,,,,,0,0,0,71,35
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,19-02-1971,,,,,0,0,0,73,39
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,20-02-1971,,,,,0.37,0,0,73,45
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,21-02-1971,,,,,0.02,0,0,70,52
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,22-02-1971,,,,,0.1,0,0,68,55
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,23-02-1971,,,,,0.62,0,0,71,41
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,24-02-1971,,,,,0,0,0,60,33
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,25-02-1971,,,,,0,0,0,64,31
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,26-02-1971,,,,,0,0,0,71,35
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,27-02-1971,,,,,0.56,0,0,63,45
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,28-02-1971,,,,,0,0,0,74,32
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,01-03-1971,,,,,0.3,0,0,68,38
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,02-03-1971,,,,,2.01,0,0,69,52
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,03-03-1971,,,,,2.4,0,0,63,57
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,04-03-1971,,,,,0.42,0,0,62,27
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,05-03-1971,,,,,0,0,0,47,20
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,06-03-1971,,,,,0,0,0,58,26
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,07-03-1971,,,,,0.09,0,0,69,35
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,08-03-1971,,,,,0,0,0,53,30
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,09-03-1971,,,,,0,0,0,50,27
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,10-03-1971,,,,,0,0,0,59,31
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,11-03-1971,,,,,0.08,0,0,58,30
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,12-03-1971,,,,,0,0,0,64,35
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,13-03-1971,,,,,0,0,0,71,40
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,14-03-1971,,,,,0.04,0,0,75,50
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,15-03-1971,,,,,0,0,0,79,54
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,16-03-1971,,,,,0.38,0,0,77,41
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,17-03-1971,,,,,0,0,0,71,39
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,18-03-1971,,,,,0,0,0,59,28
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,19-03-1971,,,,,0.11,0,0,63,36
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,20-03-1971,,,,,0.07,0,0,66,39
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,21-03-1971,,,,,0,0,0,52,29
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,22-03-1971,,,,,0,0,0,63,35
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,23-03-1971,,,,,0.36,0,0,66,49
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,24-03-1971,,,,,0,0,0,59,31
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,25-03-1971,,,,,0,0,0,57,32
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,26-03-1971,,,,,2.89,0,0,41,32
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,27-03-1971,,,,,0,0,0,40,26
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,28-03-1971,,,,,0,0,0,59,32
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,29-03-1971,,,,,0.19,0,0,72,41
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,30-03-1971,,,,,0.2,0,0,65,33
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,31-03-1971,,,,,0,0,0,63,27
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,01-04-1971,,,,,0,0,0,67,37
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,02-04-1971,,,,,0.09,0,0,73,44
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,03-04-1971,,,,,0.13,0,0,59,31
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,04-04-1971,,,,,0,0,0,66,30
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,05-04-1971,,,,,0,0,0,72,37
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,06-04-1971,,,,,0.32,0,0,60,51
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,07-04-1971,,,,,0.02,0,0,64,35
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,08-04-1971,,,,,0,0,0,65,30
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,09-04-1971,,,,,0,0,0,70,33
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,10-04-1971,,,,,0,0,0,78,44
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,11-04-1971,,,,,0,0,0,80,40
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,12-04-1971,,,,,0,0,0,79,42
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,13-04-1971,,,,,0,0,0,83,54
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,14-04-1971,,,,,0,0,0,84,58
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,15-04-1971,,,,,0,0,0,73,32
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,16-04-1971,,,,,0,0,0,74,41
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,17-04-1971,,,,,0,0,0,81,44
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,18-04-1971,,,,,0,0,0,85,48
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,19-04-1971,,,,,0,0,0,87,55
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,20-04-1971,,,,,0,0,0,82,54
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,21-04-1971,,,,,0,0,0,87,56
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,22-04-1971,,,,,0.33,0,0,78,62
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,23-04-1971,,,,,0,0,0,81,49
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,24-04-1971,,,,,1.51,0,0,58,46
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,25-04-1971,,,,,0,0,0,74,50
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,26-04-1971,,,,,0,0,0,78,51
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,27-04-1971,,,,,0,0,0,85,53
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,28-04-1971,,,,,0.08,0,0,80,56
USC00090311,"APPLING 2 NW, GA US",33.55731,-82.33683,120.7,29-04-1971,,,,,0,0,0,81,56
